model_kind,network_id,representation,local_outcome,lemon_outcome,external_moderator,external_moderator_label,external_moderator_type,external_W_positive_definition,local_analogue,W_equivalence,external_W_n_available,external_W_missing,external_W_n0,external_W_n1,n,df_resid,beta_interaction_std,se_interaction,t_interaction,p_raw,se_hc3,t_hc3,p_hc3,r2_full,r2_reduced,delta_r2,cohen_f2_interaction,slope_W_low_std,slope_W_high_std,condition_number,local_moderator_id,local_moderator,n_components,local_min_p,permutation_exceedances,p_permutation,p_maxT_global,q_BH_raw_global,q_BH_HC3_global,q_BH_permutation_global,q_BY_permutation_global,q_BH_permutation_within_W,q_BH_permutation_within_network_id,p_maxT_within_W,naive_p_lt_0_05,hc3_p_lt_0_05,permutation_p_lt_0_05,robust_nominal,triangulated_nominal
network,NET07__DELTA_OC_MINUS_OA__BAI__W2,DELTA_OC_MINUS_OA,BAI,STAI_Trait_Anxiety,FAMILY_ALCOHOL_DEPENDENCE,Dependencia de alcohol en familiar,binary,1=sí,none,new_W,130,5,109.0,21.0,130,126,-0.4626899678373626,0.2242755813115468,-2.063042107088014,0.0411626510539193,0.1474845012364003,-3.137210784580849,0.0021238248831359,0.0761074762764151,0.0448993933134147,0.0312080829630003,0.0337789106001439,-0.1051102243639726,-0.5678001922013354,2.739956552097297,W2,BMI_OVERWEIGHT_OR_OBESE,1,0.0459919248789558,442,0.0442955704429557,0.959004099590041,0.5225409958667436,0.0792894623037403,0.5447455254474552,1.0,0.0734326567343265,0.4241575842415759,0.2105789421057894,True,True,True,True,True
network,NET08__DELTA_OC_MINUS_OA__MSPSS__W5,DELTA_OC_MINUS_OA,MSPSS,MSPSS_total,FAMILY_ALCOHOL_DEPENDENCE,Dependencia de alcohol en familiar,binary,1=sí,none,new_W,130,5,109.0,21.0,130,126,-0.0166940873890178,0.222840100367517,-0.0749150954495408,0.9404010760939028,0.2818905026564444,-0.0592218866251191,0.9528692013165104,0.0176136026608008,0.0175698453655189,4.375729528183214e-05,4.454183750950654e-05,0.1314506827839704,0.1147565953949526,2.8410480146495085,W5,ATTACHMENT_INSECURE,1,0.0490054593140692,9393,0.9393060693930608,1.0,0.9645178779863354,0.9682005690338508,0.9626037396260374,1.0,0.9393060693930608,0.954104589541046,1.0,False,False,False,False,False
network,NET01__OC__MSPSS__W4,OC,MSPSS,MSPSS_total,RELATIONSHIP_NO_PARTNER,Sin pareja vs con pareja,binary,1=sin pareja,W4 LIVING_ALONE,conceptual_not_equivalent,133,2,80.0,53.0,133,129,0.1505533239715616,0.1711623350494126,0.8795937723570937,0.380715018590381,0.1520925492868505,0.9898796796916997,0.3240860185707719,0.0925231173648485,0.0870804705632819,0.0054426468015665,0.0059975597237938,-0.2384785391736941,-0.0879252152021324,2.0734045514895554,W4,LIVING_ALONE,31,0.0301372372361042,3768,0.3768623137686231,1.0,0.8369678914697404,0.8833870120196813,0.8405381684053816,1.0,0.7623237676232377,0.8105189481051894,0.9277072292770724,False,False,False,False,False
network,NET02__OA__MSPSS__W4,OA,MSPSS,MSPSS_total,RELATIONSHIP_NO_PARTNER,Sin pareja vs con pareja,binary,1=sin pareja,W4 LIVING_ALONE,conceptual_not_equivalent,133,2,80.0,53.0,133,129,0.1569784247399016,0.1668273047288299,0.9409636210035448,0.3484822220713632,0.1535560329716191,1.0222875760857606,0.3085581068863845,0.1063107120238059,0.1001767298617162,0.0061339821620897,0.0068636630701711,-0.2845688599413993,-0.1275904352014976,2.0444844052374327,W4,LIVING_ALONE,2,0.0492521790867692,3449,0.344965503449655,1.0,0.8369678914697404,0.8833870120196813,0.8405381684053816,1.0,0.7623237676232377,0.7610148076101481,0.9037096290370964,False,False,False,False,False
network,NET03__DELTA_OC_MINUS_OA__MSPSS__W3,DELTA_OC_MINUS_OA,MSPSS,MSPSS_total,RELATIONSHIP_NO_PARTNER,Sin pareja vs con pareja,binary,1=sin pareja,W4 LIVING_ALONE,conceptual_not_equivalent,133,2,80.0,53.0,133,129,-0.0402641554544492,0.1685177974199216,-0.2389311756438216,0.8115381216100139,0.1825260838820956,-0.2205939808606107,0.825757336830555,0.1084535751440594,0.1080590271020025,0.0003945480420568,0.0004425434627485,-0.2111291781348792,-0.2513933335893285,2.115572277788364,W3,SLEEP_NOT_RECOMMENDED,8,0.0076950147436451,8112,0.8112188781121887,1.0,0.94026400503146,0.9499648702920656,0.9404905663279826,1.0,0.8732126787321268,0.8491150884911509,1.0,False,False,False,False,False
network,NET04__DELTA_OC_MINUS_OA__MSPSS__W2,DELTA_OC_MINUS_OA,MSPSS,MSPSS_total,RELATIONSHIP_NO_PARTNER,Sin pareja vs con pareja,binary,1=sin pareja,W4 LIVING_ALONE,conceptual_not_equivalent,133,2,80.0,53.0,133,129,0.1474740900475583,0.1725491420919172,0.8546787788084083,0.3943134875020128,0.1859162945119109,0.793228428066106,0.429101307650058,0.0782297524124341,0.0730101332434496,0.0052196191689845,0.0056626032166314,0.0645212029422074,0.2119952929897657,2.1484808745247537,W2,BMI_OVERWEIGHT_OR_OBESE,3,0.0094547706672181,3980,0.3980601939806019,1.0,0.8369678914697404,0.9067801218265378,0.8405381684053816,1.0,0.7623237676232377,0.5572842715728427,0.9368063193680632,False,False,False,False,False
network,NET05__DELTA_OC_MINUS_OA__MSPSS__W4,DELTA_OC_MINUS_OA,MSPSS,MSPSS_total,RELATIONSHIP_NO_PARTNER,Sin pareja vs con pareja,binary,1=sin pareja,W4 LIVING_ALONE,conceptual_not_equivalent,133,2,80.0,53.0,133,129,0.0944412586028204,0.1677251986736599,0.5630713771672028,0.5743636373557958,0.1859561406285469,0.5078684591086975,0.6124128792972126,0.0963862412531999,0.0941653871589256,0.0022208540942743,0.0024577470991083,0.1501327046913559,0.2445739632941763,2.0588580994480896,W4,LIVING_ALONE,1,0.013432102562434,5694,0.5694430556944305,1.0,0.8763899999540867,0.940359808125346,0.8722036887220369,1.0,0.7623237676232377,0.8465335284653354,0.9926007399260074,False,False,False,False,False
network,NET06__DELTA_OC_MINUS_OA__BAI__W4,DELTA_OC_MINUS_OA,BAI,STAI_Trait_Anxiety,RELATIONSHIP_NO_PARTNER,Sin pareja vs con pareja,binary,1=sin pareja,W4 LIVING_ALONE,conceptual_not_equivalent,133,2,80.0,53.0,133,129,0.1008266662687581,0.1735150919571841,0.5810829774601841,0.562198408037861,0.1793315390244585,0.5622361064720842,0.5749308335515737,0.0376103701199261,0.0350913158106059,0.0025190543093202,0.0026174994317365,0.0235860874800973,0.1244127537488555,2.067966509965085,W4,LIVING_ALONE,4,0.0343388639933498,5717,0.5717428257174283,1.0,0.8763899999540867,0.940359808125346,0.8722036887220369,1.0,0.7623237676232377,0.8834283238342833,0.9915008499150084,False,False,False,False,False
network,NET07__DELTA_OC_MINUS_OA__BAI__W2,DELTA_OC_MINUS_OA,BAI,STAI_Trait_Anxiety,RELATIONSHIP_NO_PARTNER,Sin pareja vs con pareja,binary,1=sin pareja,W4 LIVING_ALONE,conceptual_not_equivalent,133,2,80.0,53.0,133,129,-0.1420328980875145,0.1741930412376273,-0.8153764184744832,0.4163597811523535,0.1947262344149049,-0.729397857018504,0.4670806327490309,0.0552337124812825,0.0503645869464615,0.0048691255348209,0.0051537884015834,-0.0697531138223252,-0.2117860119098397,2.1210213777124327,W2,BMI_OVERWEIGHT_OR_OBESE,1,0.0459919248789558,4250,0.4250574942505749,1.0,0.8369678914697404,0.9334728838572528,0.8589141085891411,1.0,0.7623237676232377,0.6593340665933406,0.9497050294970504,False,False,False,False,False
network,NET08__DELTA_OC_MINUS_OA__MSPSS__W5,DELTA_OC_MINUS_OA,MSPSS,MSPSS_total,RELATIONSHIP_NO_PARTNER,Sin pareja vs con pareja,binary,1=sin pareja,W4 LIVING_ALONE,conceptual_not_equivalent,133,2,80.0,53.0,133,129,0.0273571387509472,0.1738926066713232,0.1573220349882691,0.8752370301593552,0.1805540891453721,0.1515176913491048,0.8798040541254034,0.0672871076377701,0.067108155298278,0.000178952339492,0.0001918621914175,0.0962512889184155,0.1236084276693628,2.089002144383036,W5,ATTACHMENT_INSECURE,1,0.0490054593140692,8732,0.8732126787321268,1.0,0.9458333106847336,0.9499648702920656,0.9404905663279826,1.0,0.8732126787321268,0.954104589541046,1.0,False,False,False,False,False
