outcome,representation,eeg_id,channel,band,n,r_pearson,p_raw_parametric,permutation_exceedances,p_permutation,p_maxT_block64,p_maxT_outcome192,p_maxT_global576,q_BH_raw_block64,q_BH_raw_outcome192,q_BH_raw_global576,q_BH_permutation_block64,q_BH_permutation_outcome192,q_BH_permutation_global576,q_BY_permutation_global576
BAI,OC,EEG11,F3,alpha,25,-0.0035580250183696,0.9865328832204696,9868,0.9868013198680132,1.0,1.0,1.0,0.9992579305985924,0.9993931686551354,0.9993931686551354,0.9996000399960004,0.9997000299970004,0.9997000299970004,1.0
BAI,OC,EEG12,F3,beta,25,-0.0002118618128267,0.9991980681046898,9993,0.9993000699930008,1.0,1.0,1.0,0.9992579305985924,0.9993931686551354,0.9993931686551354,0.9996000399960004,0.9997000299970004,0.9997000299970004,1.0
BAI,OC,EEG13,F4,delta,25,-0.0713652260405762,0.73461681575865,7396,0.7396260373962604,0.9495050494950504,0.9996000399960004,1.0,0.9992579305985924,0.9993931686551354,0.9993931686551354,0.9996000399960004,0.9997000299970004,0.9997000299970004,1.0
BAI,OC,EEG14,F4,theta,25,-0.041544679050555,0.843691804805188,8443,0.8443155684431557,0.9966003399660034,1.0,1.0,0.9992579305985924,0.9993931686551354,0.9993931686551354,0.9996000399960004,0.9997000299970004,0.9997000299970004,1.0
BAI,OC,EEG15,F4,alpha,25,-0.001846970265253,0.993008995371574,9941,0.994100589941006,1.0,1.0,1.0,0.9992579305985924,0.9993931686551354,0.9993931686551354,0.9996000399960004,0.9997000299970004,0.9997000299970004,1.0
BAI,OC,EEG16,F4,beta,25,-0.0027372057614566,0.9896394949142828,9909,0.9909009099090093,1.0,1.0,1.0,0.9992579305985924,0.9993931686551354,0.9993931686551354,0.9996000399960004,0.9997000299970004,0.9997000299970004,1.0
BAI,OC,EEG17,C3,delta,25,-0.0651535239530608,0.7570032738536987,7623,0.7623237676232377,0.9654034596540346,0.999900009999,1.0,0.9992579305985924,0.9993931686551354,0.9993931686551354,0.9996000399960004,0.9997000299970004,0.9997000299970004,1.0
BAI,OC,EEG18,C3,theta,25,-0.0388594746371289,0.8536845208992903,8513,0.8513148685131486,0.9977002299770024,1.0,1.0,0.9992579305985924,0.9993931686551354,0.9993931686551354,0.9996000399960004,0.9997000299970004,0.9997000299970004,1.0
BAI,OC,EEG19,C3,alpha,25,0.0135930353935882,0.9485813678789122,9484,0.9484051594840516,1.0,1.0,1.0,0.9992579305985924,0.9993931686551354,0.9993931686551354,0.9996000399960004,0.9997000299970004,0.9997000299970004,1.0
BAI,OC,EEG20,C3,beta,25,0.0042954205458612,0.9837421723085708,9834,0.9834016598340166,1.0,1.0,1.0,0.9992579305985924,0.9993931686551354,0.9993931686551354,0.9996000399960004,0.9997000299970004,0.9997000299970004,1.0
