analysis_family,analysis_label,scheme,model_id,outcome,predictor_id,zone,band,n_source_features,source_channels,source_eeg_ids,moderator_id,n,n_w0,n_w1,x_mean_db,x_sd_db,beta_interaction,se_interaction,t_interaction,df_resid,p_raw,p_hc3,r2_full,r2_reduced,delta_r2,cohen_f2_interaction,slope_w0,se_slope_w0,ci95_low_slope_w0,ci95_high_slope_w0,p_slope_w0,slope_w1,se_slope_w1,ci95_low_slope_w1,ci95_high_slope_w1,p_slope_w1,design_rank,condition_number,status,p_FDR_block,hit_FDR_block_0_10,p_FDR_scheme_global,hit_FDR_scheme_global_0_10,p_FDR_aggregation_global_750,hit_FDR_aggregation_global_0_10,p_BY_aggregation_global_750,p_FDR_full_search_2670,hit_FDR_full_search_0_10,p_BY_full_search_2670
DELTA_OC_MINUS_OA,Reactividad OC−OA,ZONE_BAND,MSPSS_ZB_CENTRAL_ALPHA_W3,MSPSS,ZB_CENTRAL_ALPHA,central,alpha,2,C3 | C4,EEG19 | EEG23,W3,25,6,19,0.5205211077237656,2.131580235005688,10.407737453389217,4.043610624293903,2.5738723186797,21.0,0.0176986538517414,0.8024787611928195,0.2469258589137734,0.0093553988164765,0.2375704600972968,0.3154675577555055,-0.5462619120449934,1.0090768871825913,-2.644752177024621,1.552228352934634,0.5939648339222499,9.86147554134422,3.915680109081488,1.7183729749735672,18.004578107714877,0.019964947005798,4,6.737136396330646,ok,0.7955436841346429,False,0.6893072022045257,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
DELTA_OC_MINUS_OA,Reactividad OC−OA,ZONE_BAND,BAI_ZB_FRONTAL_BETA_W4,BAI,ZB_FRONTAL_BETA,frontal,beta,6,Fp1 | Fp2 | F3 | F4 | F7 | F8,EEG4 | EEG8 | EEG12 | EEG16 | EEG44 | EEG48,W4,25,17,8,1.0647398055169004,5.192934095347053,12.723009747632084,5.331571993176937,2.3863524236218354,21.0,0.0265066585208922,0.0539826982695158,0.2895351588699917,0.0968747578123433,0.1926604010576483,0.2711751376059907,-12.953822665405175,5.3133452637496905,-24.003529037717275,-1.9041162930930755,0.0237433173444301,-0.2308129177730897,0.4404793146305513,-1.146839798794944,0.6852139632487643,0.6057627542681661,4,39.48367807110754,ok,0.7955436841346429,False,0.6893072022045257,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
DELTA_OC_MINUS_OA,Reactividad OC−OA,ZONE_BAND,MSPSS_ZB_CENTRAL_ALPHA_W4,MSPSS,ZB_CENTRAL_ALPHA,central,alpha,2,C3 | C4,EEG19 | EEG23,W4,25,17,8,0.5205211077237656,2.131580235005688,-12.767816942680966,5.493113861757547,-2.324331383619972,21.0,0.030219191975412,0.2172665668296369,0.2693749498128658,0.0814123878167802,0.1879625619960855,0.2572626848038442,13.111038717281978,5.403027239793549,1.8748284659665335,24.347248968597423,0.024327820321898,0.3432217746010124,0.9907555421403296,-1.717167167574695,2.40361071677672,0.732470872072223,4,13.334373228796656,ok,0.7955436841346429,False,0.6893072022045257,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
DELTA_OC_MINUS_OA,Reactividad OC−OA,ZONE_BAND,MSPSS_ZB_TEMPORAL_ALPHA_W3,MSPSS,ZB_TEMPORAL_ALPHA,temporal,alpha,2,T7 | T8,EEG51 | EEG55,W3,25,6,19,0.524582497904985,2.1175379213095704,8.62596937049575,3.808649114612512,2.2648369831184483,21.0,0.0342250165737987,0.8612086923363399,0.2037664357415726,0.0092774182860972,0.1944890174554753,0.244261264766718,-0.5692133829454616,1.0543815513514396,-2.761919854761364,1.623493088870441,0.5949759207271019,8.056755987550288,3.659793385207477,0.4457989948300369,15.667712980270538,0.0390255806935192,4,6.680904783042956,ok,0.7955436841346429,False,0.6893072022045257,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
OC,Ojos cerrados,ZONE_BAND,MSPSS_ZB_PARIETAL_THETA_W4,MSPSS,ZB_PARIETAL_THETA,parietal,theta,4,P3 | P4 | P7 | P8,EEG26 | EEG30 | EEG58 | EEG62,W4,25,17,8,17.344982129937286,11.374232926109208,-0.9933469814551809,0.4412165107202649,-2.251382161183382,21.0,0.0351959711422259,0.0405552918464419,0.2522237063038611,0.0717346644697063,0.1804890418341548,0.2413676969378452,0.2952429263127583,0.1959354629659862,-0.112227175144434,0.7027130277699507,0.1467484109520535,-0.6981040551424225,0.3953243019148588,-1.520225946561868,0.124017836277023,0.0919483459381974,4,26.84653431956962,ok,0.5895721906681803,False,0.6893072022045257,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
OC,Ojos cerrados,ZONE_BAND,MSPSS_ZB_CENTRAL_THETA_W4,MSPSS,ZB_CENTRAL_THETA,central,theta,2,C3 | C4,EEG18 | EEG22,W4,25,17,8,17.149842108868302,11.366654659893218,-0.99825674255156,0.4458483609061693,-2.239005074556386,21.0,0.0361113401230306,0.0429977770873864,0.2512441249697722,0.0725002766062954,0.1787438483634768,0.2387211297090133,0.2945064059587635,0.1954664271455208,-0.1119882821125158,0.701001094030043,0.1467872179501734,-0.7037503365927965,0.4007164044329639,-1.5370857190610845,0.1295850458754913,0.0936242074466442,4,26.77794429916722,ok,0.5895721906681803,False,0.6893072022045257,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
OC,Ojos cerrados,ZONE_BAND,MSPSS_ZB_TEMPORAL_THETA_W4,MSPSS,ZB_TEMPORAL_THETA,temporal,theta,2,T7 | T8,EEG50 | EEG54,W4,25,17,8,17.275949836954464,11.393341431240168,-0.9922441550980908,0.4452848634665832,-2.2283356936352603,21.0,0.0369178175936468,0.0485354710983135,0.2499024595432305,0.072540825837021,0.1773616337062095,0.2364514268347096,0.2935824648934056,0.1953394214034807,-0.1126481002783672,0.6998130300651786,0.1477458017780236,-0.6986616902046852,0.4001513714561114,-1.530822022271583,0.1334986418622125,0.095426544329023,4,26.88083098033425,ok,0.5895721906681803,False,0.6893072022045257,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
OC,Ojos cerrados,ZONE_BAND,MSPSS_ZB_FRONTAL_THETA_W4,MSPSS,ZB_FRONTAL_THETA,frontal,theta,6,Fp1 | Fp2 | F3 | F4 | F7 | F8,EEG2 | EEG6 | EEG10 | EEG14 | EEG42 | EEG46,W4,25,17,8,17.247263672443356,11.36328711756634,-0.9866660584734376,0.4433449648832281,-2.225504148295253,21.0,0.0371345923882294,0.0532327863957844,0.2497604962612334,0.0728158407310359,0.1769446555301974,0.2358508911466352,0.2977033859937009,0.1963942579713178,-0.1107208319084711,0.7061276038958728,0.1444672709427579,-0.6889626724797366,0.3974720786712021,-1.515551110177058,0.1376257652175846,0.0976916113907698,4,26.837921244292197,ok,0.5895721906681803,False,0.6893072022045257,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
OC,Ojos cerrados,ZONE_BAND,MSPSS_ZB_FRONTAL_DELTA_W4,MSPSS,ZB_FRONTAL_DELTA,frontal,delta,6,Fp1 | Fp2 | F3 | F4 | F7 | F8,EEG1 | EEG5 | EEG9 | EEG13 | EEG41 | EEG45,W4,25,17,8,21.776643637751437,12.622114375615476,-0.9886009523357028,0.4473943736134177,-2.2096857060386905,21.0,0.0383671163844182,0.0426459700799229,0.2577877297987624,0.0852159223569781,0.1725718074417842,0.232510043784367,0.2782173155703658,0.1715159977742631,-0.0784697279932736,0.6349043591340052,0.1196988267838177,-0.7103836367653369,0.4132117956308137,-1.5697046077639616,0.1489373342332878,0.1002899539572121,4,30.154638793151445,ok,0.5895721906681803,False,0.6893072022045257,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
OC,Ojos cerrados,ZONE_BAND,MSPSS_ZB_CENTRAL_DELTA_W4,MSPSS,ZB_CENTRAL_DELTA,central,delta,2,C3 | C4,EEG17 | EEG21,W4,25,17,8,21.65626321179784,12.53783633299731,-0.9967510926806366,0.4534982975424804,-2.197915842423352,21.0,0.039308251409083,0.0557680974880863,0.2570471264695084,0.0861384579325794,0.170908668536929,0.2300397166845532,0.2804347647159704,0.1724844197093661,-0.0782662225114472,0.6391357519433881,0.1188944358345692,-0.716316327964666,0.4194160593389952,-1.5885397716671663,0.1559071157378344,0.1023991745450285,4,29.94512837830703,ok,0.5895721906681803,False,0.6893072022045257,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
OC,Ojos cerrados,ZONE_BAND,MSPSS_ZB_PARIETAL_DELTA_W4,MSPSS,ZB_PARIETAL_DELTA,parietal,delta,4,P3 | P4 | P7 | P8,EEG25 | EEG29 | EEG57 | EEG61,W4,25,17,8,21.80139740724204,12.686983185554586,-0.970334717705471,0.44208530120363,-2.1949038230034312,21.0,0.0395524503098519,0.05531923199773,0.2550522614162256,0.084154056393827,0.1708982050223986,0.2294096567730972,0.2747954704954735,0.1711687883285764,-0.0811695114978957,0.6307604524888427,0.123338324881112,-0.6955392472099975,0.4076035567097411,-1.5431972469038189,0.152118752483824,0.1026782684073168,4,30.260785582125678,ok,0.5895721906681803,False,0.6893072022045257,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
OC,Ojos cerrados,ZONE_BAND,MSPSS_ZB_OCCIPITAL_THETA_W4,MSPSS,ZB_OCCIPITAL_THETA,occipital,theta,2,O1 | O2,EEG34 | EEG38,W4,25,17,8,17.048187388373652,11.252490706558492,-0.9946323957724208,0.4532016386767005,-2.194679610331152,21.0,0.0395706833981305,0.0726288512246124,0.2467071174144228,0.0739297601055908,0.172777357308832,0.2293627900953967,0.3003552750341533,0.1983609599568205,-0.1121589235455235,0.7128694736138301,0.1448854964096987,-0.6942771207382674,0.40748577259121,-1.5416901749485024,0.1531359334719676,0.1031714293027392,4,26.625686232142268,ok,0.5895721906681803,False,0.6893072022045257,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
DELTA_OC_MINUS_OA,Reactividad OC−OA,ZONE_BAND,MSPSS_ZB_PARIETAL_ALPHA_W3,MSPSS,ZB_PARIETAL_ALPHA,parietal,alpha,4,P3 | P4 | P7 | P8,EEG27 | EEG31 | EEG59 | EEG63,W3,25,6,19,0.5676850949825529,2.179428933916049,8.39522864438784,3.857745074908914,2.1762009882382034,21.0,0.0410999155382899,0.7813080235525875,0.1915751390313098,0.0092618306012957,0.1823133084300141,0.2255167019623299,-0.5062809135198875,1.0252694061784555,-2.6384453651843303,1.625883538144555,0.6265706724755469,7.888947730867953,3.719007892938446,0.1548474280616449,15.62304803367426,0.0459695425775877,4,6.851745498104513,ok,0.7955436841346429,False,0.6893072022045257,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
OC,Ojos cerrados,ZONE_BAND,MSPSS_ZB_TEMPORAL_DELTA_W4,MSPSS,ZB_TEMPORAL_DELTA,temporal,delta,2,T7 | T8,EEG49 | EEG53,W4,25,17,8,21.68530626896891,12.654098636436837,-0.9561398830576758,0.4398136873270534,-2.1739657282349945,21.0,0.0412884936910935,0.0855002157098246,0.2523099036830488,0.0840395064201839,0.1682703972628648,0.2250536660733484,0.2760140140368611,0.1722613426960695,-0.0822230591452645,0.6342510872189867,0.1240258452575162,-0.6801258690208147,0.4046753135203163,-1.521694253637179,0.1614425155955494,0.1076422638865146,4,30.16178350138865,ok,0.5895721906681803,False,0.6893072022045257,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
DELTA_OC_MINUS_OA,Reactividad OC−OA,ZONE_BAND,MSPSS_ZB_OCCIPITAL_BETA_W5,MSPSS,ZB_OCCIPITAL_BETA,occipital,beta,2,O1 | O2,EEG36 | EEG40,W5,25,11,14,1.1281152502932732,5.129693929000322,-8.973374705200971,4.183631286936755,-2.1448770433522726,21.0,0.0438151831405618,0.5585941837390992,0.3776590531736274,0.2413220060604359,0.1363370471131915,0.219071311004751,9.009208270490609,4.168446762065782,0.3404486730883391,17.677967867892875,0.0423731097673959,0.0358335652896357,0.3561212389895187,-0.704761093714542,0.7764282242938135,0.920805160171444,4,35.056573805583334,ok,0.7955436841346429,False,0.6893072022045257,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
OC,Ojos cerrados,ZONE_BAND,MSPSS_ZB_OCCIPITAL_DELTA_W4,MSPSS,ZB_OCCIPITAL_DELTA,occipital,delta,2,O1 | O2,EEG33 | EEG37,W4,25,17,8,21.36993884727363,12.45982274524686,-0.9627967424947296,0.454982976999036,-2.1161159673382013,21.0,0.0464502137941871,0.1629140218088536,0.2462931337441327,0.085576027065136,0.1607171066789967,0.2132355612963684,0.2791166735900338,0.1755299154672922,-0.0859177687796263,0.644151115959694,0.1267464831319618,-0.6836800689046958,0.4197603579841128,-1.5566195208363038,0.1892593830269121,0.1182787943373159,4,29.873334747595425,ok,0.5895721906681803,False,0.6893072022045257,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
DELTA_OC_MINUS_OA,Reactividad OC−OA,ZONE_BAND,MSPSS_ZB_FRONTAL_ALPHA_W3,MSPSS,ZB_FRONTAL_ALPHA,frontal,alpha,6,Fp1 | Fp2 | F3 | F4 | F7 | F8,EEG3 | EEG7 | EEG11 | EEG15 | EEG43 | EEG47,W3,25,6,19,0.47006688644992,2.161725189367838,8.254554074549404,3.948029075608736,2.090803769796618,21.0,0.0488866834752658,0.5198891336071377,0.1797816707961509,0.009041101816049,0.1707405689801019,0.2081647811331313,-0.5287145254630615,1.0400231095961776,-2.691560983016005,1.6341319320898822,0.6164942473443992,7.725839549086342,3.808580511602436,-0.1945372116021122,15.646216309774797,0.0553764948975415,4,6.795409741405594,ok,0.7955436841346429,False,0.6893072022045257,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
OC,Ojos cerrados,ZONE,MSPSS_Z_PARIETAL_W4,MSPSS,Z_PARIETAL,parietal,all_bands,16,P3 | P4 | P7 | P8,EEG25 | EEG26 | EEG27 | EEG28 | EEG29 | EEG30 | EEG31 | EEG32 | EEG57 | EEG58 | EEG59 | EEG60 | EEG61 | EEG62 | EEG63 | EEG64,W4,25,17,8,17.145720979247024,9.642280433611608,-1.091312994824749,0.5324766686714271,-2.049503873188781,21.0,0.0531096870650517,0.1455324941140203,0.2320487284467955,0.0784414283161502,0.1536073001306453,0.2000221964864646,0.3554408402846053,0.2325801529994626,-0.128236065901959,0.8391177464711697,0.1413736259345286,-0.7358721545401438,0.4789967380997154,-1.7320004026717102,0.2602560935914226,0.1394010703607696,4,22.58803763450267,ok,0.521732734045224,False,0.6805321731770124,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
OA,Ojos abiertos,ZONE_BAND,MSPSS_ZB_TEMPORAL_THETA_W4,MSPSS,ZB_TEMPORAL_THETA,temporal,theta,2,T7 | T8,EEG50 | EEG54,W4,25,17,8,15.942730521909976,12.147352547177336,-0.7320007992808596,0.3586151727988492,-2.0411874756103696,21.0,0.0539985958619791,0.2082947881334879,0.2199831463824714,0.0652260824800089,0.1547570639024624,0.1984022052661257,0.2841719217506059,0.198452976136762,-0.1285336349508162,0.6968774784520282,0.1668790615446488,-0.4478288775302536,0.2986992775753069,-1.069008030586018,0.1733502755255108,0.1486892610909373,4,28.61100290300547,ok,0.5938739919768675,False,0.6893072022045257,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
OC,Ojos cerrados,ZONE,MSPSS_Z_CENTRAL_W4,MSPSS,Z_CENTRAL,central,all_bands,8,C3 | C4,EEG17 | EEG18 | EEG19 | EEG20 | EEG21 | EEG22 | EEG23 | EEG24,W4,25,17,8,16.991450626930785,9.578137091582258,-1.099863942301087,0.5406212219828523,-2.034444630691861,21.0,0.0547290614333398,0.1562344603085937,0.2310397718786869,0.0794826558666502,0.1515571160120367,0.1970935693024252,0.3580227198319239,0.2337398602824336,-0.1280659296761385,0.8441113693399864,0.140519708995657,-0.7418412224691631,0.4874802389568023,-1.7556118764348867,0.2719294314965605,0.1429786697260283,4,22.42904292786683,ok,0.521732734045224,False,0.6805321731770124,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
OC,Ojos cerrados,ZONE,MSPSS_Z_TEMPORAL_W4,MSPSS,Z_TEMPORAL,temporal,all_bands,8,T7 | T8,EEG49 | EEG50 | EEG51 | EEG52 | EEG53 | EEG54 | EEG55 | EEG56,W4,25,17,8,17.08676137812887,9.647145283650715,-1.0814791874034926,0.532454772588761,-2.0311193421093967,21.0,0.0550925392105042,0.1577418152274431,0.2301315242239427,0.0788910167953192,0.1512405074286235,0.1964497991376607,0.355684971673404,0.2327895513818173,-0.1284274022881687,0.8397973456349769,0.1414542123900792,-0.7257942157300885,0.4788706606381323,-1.7216602714270386,0.2700718399668617,0.1445197168415762,4,22.59708879435305,ok,0.521732734045224,False,0.6805321731770124,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
OC,Ojos cerrados,ZONE,MSPSS_Z_FRONTAL_W4,MSPSS,Z_FRONTAL,frontal,all_bands,24,Fp1 | Fp2 | F3 | F4 | F7 | F8,EEG1 | EEG2 | EEG3 | EEG4 | EEG5 | EEG6 | EEG7 | EEG8 | EEG9 | EEG10 | EEG11 | EEG12 | EEG13 | EEG14 | EEG15 | EEG16 | EEG41 | EEG42 | EEG43 | EEG44 | EEG45 | EEG46 | EEG47 | EEG48,W4,25,17,8,17.06317338912346,9.61764436161885,-1.0894675575701385,0.5376091486647568,-2.026504869338655,21.0,0.0556005079616426,0.1610189564681142,0.2304689237066418,0.0799808194445734,0.1504881042620683,0.195558189783488,0.3587818626943449,0.2331667704237034,-0.1261149812092291,0.843678706597919,0.1388018617892193,-0.7306856948757936,0.4844139282661315,-1.7380796066769617,0.2767082169253745,0.1463529024924938,4,22.553713084602503,ok,0.521732734045224,False,0.6805321731770124,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
OA,Ojos abiertos,ZONE_BAND,MSPSS_ZB_FRONTAL_THETA_W4,MSPSS,ZB_FRONTAL_THETA,frontal,theta,6,Fp1 | Fp2 | F3 | F4 | F7 | F8,EEG2 | EEG6 | EEG10 | EEG14 | EEG42 | EEG46,W4,25,17,8,15.993578360955702,12.124199158858136,-0.7292508777915765,0.3606211823351714,-2.0222075505087505,21.0,0.0560773217525987,0.2267017215391603,0.2180039750048267,0.0657261356717076,0.1522778393331191,0.1947296846349814,0.2845476617420387,0.1987151329809344,-0.1287030799620144,0.6977984034460919,0.1668785657119176,-0.4447032160495378,0.3009317747815715,-1.0705251012037658,0.1811186691046903,0.1543155870471265,4,28.531043682301224,ok,0.5938739919768675,False,0.6893072022045257,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
OA,Ojos abiertos,ZONE_BAND,MSPSS_ZB_PARIETAL_THETA_W4,MSPSS,ZB_PARIETAL_THETA,parietal,theta,4,P3 | P4 | P7 | P8,EEG26 | EEG30 | EEG58 | EEG62,W4,25,17,8,15.993418325873265,12.171199226815649,-0.7168005803490541,0.357371472807486,-2.00575769161964,21.0,0.0579364334937698,0.2333034944738494,0.2150841041510895,0.0647142556341776,0.1503698485169119,0.1915744722614928,0.2798989507224932,0.1994320329857824,-0.1348426661569271,0.6946405676019136,0.1750882988678232,-0.4369016296265609,0.2965488725248329,-1.0536087705675872,0.1798055113144653,0.1555056068869041,4,28.72001311481184,ok,0.5938739919768675,False,0.6893072022045257,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
OC,Ojos cerrados,ZONE,MSPSS_Z_OCCIPITAL_W4,MSPSS,Z_OCCIPITAL,occipital,all_bands,8,O1 | O2,EEG33 | EEG34 | EEG35 | EEG36 | EEG37 | EEG38 | EEG39 | EEG40,W4,25,17,8,16.84359824516788,9.511652327593085,-1.0873754322401008,0.5474916312797683,-1.986104207106048,21.0,0.0602294596219363,0.1833930464765669,0.2254432509503362,0.079951620614435,0.1454916303359011,0.1878385676897283,0.358370951097464,0.2364550971778643,-0.1333643426500514,0.8501062448449794,0.1445295142190822,-0.7290044811426368,0.4937976036191231,-1.7559128141223164,0.2979038518370427,0.154696206902102,4,22.33444999261681,ok,0.521732734045224,False,0.6805321731770124,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
OA,Ojos abiertos,ZONE_BAND,MSPSS_ZB_OCCIPITAL_THETA_W4,MSPSS,ZB_OCCIPITAL_THETA,occipital,theta,2,O1 | O2,EEG34 | EEG38,W4,25,17,8,15.67752268185539,12.02055724560404,-0.7172138161226443,0.3627075829315143,-1.9773885352103795,21.0,0.0612719141059715,0.2325234531684486,0.212178010752584,0.0654906051989141,0.1466874055536698,0.1861935913895932,0.2851905670116286,0.2022185534967739,-0.1353459365010673,0.7057270705243245,0.1730894692173829,-0.4320232491110157,0.3011053758033784,-1.058206157353652,0.1941596591316207,0.1660727851172308,4,28.35862418305021,ok,0.5938739919768675,False,0.6893072022045257,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
OA,Ojos abiertos,ZONE_BAND,MSPSS_ZB_FRONTAL_DELTA_W4,MSPSS,ZB_FRONTAL_DELTA,frontal,delta,6,Fp1 | Fp2 | F3 | F4 | F7 | F8,EEG1 | EEG5 | EEG9 | EEG13 | EEG41 | EEG45,W4,25,17,8,19.964887563598847,13.704489015715016,-0.665528400660042,0.3367460309850241,-1.9763511353446053,21.0,0.0613970552543108,0.2982772659728844,0.2208580052499894,0.0759389369412579,0.1449190683087314,0.1859982766751381,0.2635367001241979,0.1694683742653019,-0.0888920772414159,0.6159654774898118,0.1348698087392467,-0.4019917005358441,0.2909954630368699,-1.0071498942202606,0.2031664931485722,0.1816675743698952,4,31.728210790847093,ok,0.5938739919768675,False,0.6893072022045257,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
OA,Ojos abiertos,ZONE,MSPSS_Z_TEMPORAL_W4,MSPSS,Z_TEMPORAL,temporal,all_bands,8,T7 | T8,EEG49 | EEG50 | EEG51 | EEG52 | EEG53 | EEG54 | EEG55 | EEG56,W4,25,17,8,15.895680675076449,10.234354561487304,-0.8712181305893136,0.4413915463819307,-1.973798858928438,21.0,0.0617059016324965,0.1947150482069637,0.2156968277439886,0.0701943248509793,0.1455025028930093,0.1855181874051054,0.3393493835275313,0.2308186640402204,-0.140664305832058,0.8193630728871208,0.1563325966082157,-0.5318687470617822,0.3762303038673519,-1.314282495790429,0.2505450016668646,0.1721097171485484,4,23.842682932150428,ok,0.5278926914685387,False,0.6805321731770124,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
OA,Ojos abiertos,ZONE_BAND,MSPSS_ZB_TEMPORAL_DELTA_W4,MSPSS,ZB_TEMPORAL_DELTA,temporal,delta,2,T7 | T8,EEG49 | EEG53,W4,25,17,8,19.86197313976645,13.695071436076708,-0.6570518597541264,0.3341718613907922,-1.9662094139809905,21.0,0.06263244670529,0.2683042008759116,0.218498280038037,0.0746282992267762,0.1438699808112608,0.1840942599822597,0.2624945036391686,0.1707381164697328,-0.0925748471940147,0.617563854472352,0.1391247099360009,-0.3945573561149578,0.2872617770079321,-0.9919509246417288,0.2028362124118131,0.1840803612029475,4,31.783039074449285,ok,0.5938739919768675,False,0.6893072022045257,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
OA,Ojos abiertos,ZONE_BAND,MSPSS_ZB_CENTRAL_THETA_W4,MSPSS,ZB_CENTRAL_THETA,central,theta,2,C3 | C4,EEG18 | EEG22,W4,25,17,8,15.80887082998302,12.193263287605935,-0.6999700120120413,0.3560965358459335,-1.965674870577472,21.0,0.0626981682410623,0.2324862582027419,0.209892047513455,0.064516785813803,0.1453752616996519,0.1839941760390364,0.2773753161068091,0.2005849188914136,-0.1397638582633533,0.6945144904769716,0.1812451543282968,-0.4225946959052322,0.2942285389876367,-1.0344764390979195,0.1892870472874549,0.1656533832701779,4,28.832779715973995,ok,0.5938739919768675,False,0.6893072022045257,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
OA,Ojos abiertos,ZONE_BAND,MSPSS_ZB_PARIETAL_DELTA_W4,MSPSS,ZB_PARIETAL_DELTA,parietal,delta,4,P3 | P4 | P7 | P8,EEG25 | EEG29 | EEG57 | EEG61,W4,25,17,8,19.997860311843755,13.767790509603852,-0.6493955084444644,0.3315347199610958,-1.9587556576899945,21.0,0.0635544112244733,0.3040055878559795,0.2172965166153755,0.0742957058753052,0.1430008107400703,0.1827011298348841,0.2607104968306107,0.1702677713145157,-0.0933807177059826,0.6148017113672042,0.1406513545588885,-0.3886850116138536,0.2844717149230658,-0.980276328401287,0.2029063051735797,0.1862857449921834,4,31.974665916196976,ok,0.5938739919768675,False,0.6893072022045257,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
OA,Ojos abiertos,ZONE,MSPSS_Z_PARIETAL_W4,MSPSS,Z_PARIETAL,parietal,all_bands,16,P3 | P4 | P7 | P8,EEG25 | EEG26 | EEG27 | EEG28 | EEG29 | EEG30 | EEG31 | EEG32 | EEG57 | EEG58 | EEG59 | EEG60 | EEG61 | EEG62 | EEG63 | EEG64,W4,25,17,8,15.937098952027949,10.265794847352648,-0.8572694638221721,0.4377849769991505,-1.9581975372897171,21.0,0.0636239272422945,0.2166192061002787,0.2131999117130621,0.0695325536976836,0.1436673580153785,0.1825970283355949,0.3370017354559549,0.2314627625639496,-0.1443514301109504,0.8183549010228603,0.1601908197140541,-0.5202677283662172,0.3715920823058687,-1.2930357673206891,0.2525003105882548,0.1760833501944251,4,23.96582481338989,ok,0.5278926914685387,False,0.6805321731770124,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
OA,Ojos abiertos,ZONE,MSPSS_Z_FRONTAL_W4,MSPSS,Z_FRONTAL,frontal,all_bands,24,Fp1 | Fp2 | F3 | F4 | F7 | F8,EEG1 | EEG2 | EEG3 | EEG4 | EEG5 | EEG6 | EEG7 | EEG8 | EEG9 | EEG10 | EEG11 | EEG12 | EEG13 | EEG14 | EEG15 | EEG16 | EEG41 | EEG42 | EEG43 | EEG44 | EEG45 | EEG46 | EEG47 | EEG48,W4,25,17,8,15.913111369721689,10.223866031962654,-0.8663375220936121,0.4430673236655517,-1.9553180201290692,21.0,0.0639836530894101,0.2114256508605403,0.2141746659529029,0.0711069853248461,0.1430676806280567,0.1820604076114988,0.3413643781191808,0.2310407924889468,-0.1391112526376878,0.8218400088760496,0.1543812757083707,-0.5249731439744313,0.3780592618971715,-1.3111904191433168,0.2612441311944542,0.1795081968836374,4,23.807633315020453,ok,0.5278926914685387,False,0.6805321731770124,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
OA,Ojos abiertos,ZONE_BAND,MSPSS_ZB_CENTRAL_DELTA_W4,MSPSS,ZB_CENTRAL_DELTA,central,delta,2,C3 | C4,EEG17 | EEG21,W4,25,17,8,19.82149507444428,13.718131930474714,-0.640268900739621,0.3327932104769925,-1.9239241684706356,21.0,0.0680238508204557,0.3020384103747759,0.2136444472273486,0.0750405110888559,0.1386039361384927,0.1762611526678765,0.2621365405481981,0.1714930614381165,-0.0945028042932435,0.6187758853896398,0.1412985445177449,-0.3781323601914228,0.2852042265082449,-0.971247018212818,0.2149822978299723,0.1991380982401493,4,31.87787320120575,ok,0.5938739919768675,False,0.6893072022045257,False,0.6938197114213545,False,1.0,0.7054464477975972,False,1.0
